entry1,entry2
CHEMBL1991678,P23443
CHEMBL1991678,P29597
CHEMBL1991678,P43405
CHEMBL1991678,P48730
CHEMBL1991678,P51617
CHEMBL1991678,P51955
CHEMBL1991678,P53778
CHEMBL1991678,Q05655
CHEMBL1991678,Q06187
CHEMBL1991678,Q13131
CHEMBL1991678,Q14680
CHEMBL1991678,Q16513
CHEMBL1991678,Q16539
CHEMBL1991678,Q16620
CHEMBL1991678,Q16644
CHEMBL1991678,Q96KB5
CHEMBL1991678,Q9BZL6
CHEMBL1991678,Q9H2G2
CHEMBL1991678,Q9H4B4
CHEMBL1991678,Q9HAZ1
CHEMBL1991678,Q9NWZ3
CHEMBL1991678,Q9P1W9
CHEMBL1996500,O14757
CHEMBL1996500,O14965
CHEMBL1996500,O15075
CHEMBL1996500,O75582
CHEMBL1996500,P00519
CHEMBL1996500,P06239
CHEMBL1996500,P06493
CHEMBL1996500,P08069
CHEMBL1996500,P08581
CHEMBL1996500,P08922
CHEMBL1996500,P11362
CHEMBL1996500,P16234
CHEMBL1996500,P17948
CHEMBL1996500,P23443
CHEMBL1996500,P29597
CHEMBL1996500,P43405
CHEMBL1996500,P48730
CHEMBL1996500,P51617
CHEMBL1996500,P51955
CHEMBL1996500,P53778
CHEMBL1996500,Q05655
CHEMBL1996500,Q06187
CHEMBL1996500,Q13131
CHEMBL1996500,Q14680
CHEMBL1996500,Q16513
CHEMBL1996500,Q16539
CHEMBL1996500,Q16620
CHEMBL1996500,Q16644
CHEMBL1996500,Q96KB5
CHEMBL1996500,Q9BZL6
CHEMBL1996500,Q9H2G2
CHEMBL1996500,Q9H4B4
CHEMBL1996500,Q9HAZ1
CHEMBL1996500,Q9NWZ3
CHEMBL1996500,Q9P1W9
CHEMBL2000568,O14757
CHEMBL2000568,O15075
CHEMBL2000568,O75582
CHEMBL2000568,P00519
CHEMBL2000568,P06239
CHEMBL2000568,P06493
CHEMBL2000568,P08069
CHEMBL2000568,P08581
CHEMBL2000568,P08922
CHEMBL2000568,P11362
CHEMBL2000568,P16234
CHEMBL2000568,P17948
CHEMBL2000568,P23443
CHEMBL2000568,P29597
CHEMBL2000568,P43405
CHEMBL2000568,P48730
CHEMBL2000568,P51617
CHEMBL2000568,P51955
CHEMBL2000568,P53778
CHEMBL2000568,Q05655
CHEMBL2000568,Q06187
CHEMBL2000568,Q13131
CHEMBL2000568,Q14680
CHEMBL2000568,Q16513
CHEMBL2000568,Q16539
CHEMBL2000568,Q16620
CHEMBL2000568,Q16644
CHEMBL2000568,Q96KB5
CHEMBL2000568,Q9BZL6
CHEMBL2000568,Q9H2G2
CHEMBL2000568,Q9H4B4
CHEMBL2000568,Q9HAZ1
CHEMBL2000568,Q9NWZ3
CHEMBL2000568,Q9P1W9
CHEMBL2001257,O14757
CHEMBL2001257,O14965
CHEMBL2001257,O15075
CHEMBL2001257,O75582
CHEMBL2001257,P00519
CHEMBL2001257,P06239
CHEMBL2001257,P06493
CHEMBL2001257,P08069
CHEMBL2001257,P08581
CHEMBL2001257,P08922
CHEMBL2001257,P11362
CHEMBL2001257,P16234
CHEMBL2001257,P17948
CHEMBL2001257,P23443
CHEMBL2001257,P29597
CHEMBL2001257,P43405
CHEMBL2001257,P48730
CHEMBL2001257,P51617
CHEMBL2001257,P51955
CHEMBL2001257,P53778
CHEMBL2001257,Q05655
CHEMBL2001257,Q06187
CHEMBL2001257,Q13131
CHEMBL2001257,Q14680
CHEMBL2001257,Q16513
CHEMBL2001257,Q16620
CHEMBL2001257,Q16644
CHEMBL2001257,Q96KB5
CHEMBL2001257,Q9BZL6
CHEMBL2001257,Q9H2G2
CHEMBL2001257,Q9H4B4
CHEMBL2001257,Q9HAZ1
CHEMBL2001257,Q9NWZ3
CHEMBL2001257,Q9P1W9
CHEMBL2002992,O14757
CHEMBL2002992,O14965
CHEMBL2002992,O15075
CHEMBL2002992,O75582
CHEMBL2002992,P00519
CHEMBL2002992,P06239
CHEMBL2002992,P06493
CHEMBL2002992,P08069
CHEMBL2002992,P08581
CHEMBL2002992,P08922
CHEMBL2002992,P11362
CHEMBL2002992,P16234
CHEMBL2002992,P17948
CHEMBL2002992,P23443
CHEMBL2002992,P29597
CHEMBL2002992,P43405
CHEMBL2002992,P48730
CHEMBL2002992,P51617
CHEMBL2002992,P51955
CHEMBL2002992,P53778
CHEMBL2002992,Q05655
CHEMBL2002992,Q06187
CHEMBL2002992,Q13131
CHEMBL2002992,Q14680
CHEMBL2002992,Q16513
CHEMBL2002992,Q16539
CHEMBL2002992,Q16620
CHEMBL2002992,Q16644
CHEMBL2002992,Q96KB5
CHEMBL2002992,Q9BZL6
CHEMBL2002992,Q9H2G2
CHEMBL2002992,Q9H4B4
CHEMBL2002992,Q9HAZ1
CHEMBL2002992,Q9NWZ3
CHEMBL2002992,Q9P1W9
CHEMBL2004290,O14757
CHEMBL2004290,O14965
CHEMBL2004290,O15075
CHEMBL2004290,O75582
CHEMBL2004290,P00519
CHEMBL2004290,P06239
CHEMBL2004290,P06493
CHEMBL2004290,P08069
CHEMBL2004290,P08581
CHEMBL2004290,P08922
CHEMBL2004290,P11362
CHEMBL2004290,P16234
CHEMBL2004290,P17948
CHEMBL2004290,P23443
CHEMBL2004290,P43405
CHEMBL2004290,P48730
CHEMBL2004290,P51617
CHEMBL2004290,P51955
CHEMBL2004290,P53778
CHEMBL2004290,Q05655
CHEMBL2004290,Q06187
CHEMBL2004290,Q13131
CHEMBL2004290,Q14680
CHEMBL2004290,Q16513
CHEMBL2004290,Q16539
CHEMBL2004290,Q16620
CHEMBL2004290,Q16644
CHEMBL2004290,Q96KB5
CHEMBL2004290,Q9BZL6
CHEMBL2004290,Q9H2G2
CHEMBL2004290,Q9H4B4
CHEMBL2004290,Q9HAZ1
CHEMBL2004290,Q9NWZ3
CHEMBL2004290,Q9P1W9
CHEMBL225519,O14757
CHEMBL225519,O14965
CHEMBL225519,O15075
CHEMBL225519,O75582
CHEMBL225519,P00519
CHEMBL225519,P05771
CHEMBL225519,P06239
CHEMBL225519,P06493
CHEMBL225519,P08069
CHEMBL225519,P08581
CHEMBL225519,P08922
CHEMBL225519,P11362
CHEMBL225519,P16234
CHEMBL225519,P17948
CHEMBL225519,P23443
CHEMBL225519,P29597
CHEMBL225519,P43403
CHEMBL225519,P43405
CHEMBL225519,P48730
CHEMBL225519,P51617
CHEMBL225519,P51955
CHEMBL225519,P53778
CHEMBL225519,Q05655
CHEMBL225519,Q06187
CHEMBL225519,Q13131
CHEMBL225519,Q14680
CHEMBL225519,Q16513
CHEMBL225519,Q16539
CHEMBL225519,Q16620
CHEMBL225519,Q16644
CHEMBL225519,Q96KB5
CHEMBL225519,Q9BZL6
CHEMBL225519,Q9H2G2
CHEMBL225519,Q9H4B4
CHEMBL225519,Q9HAZ1
CHEMBL225519,Q9NWZ3
CHEMBL225519,Q9P1W9
CHEMBL226403,O14757
CHEMBL226403,O14965
CHEMBL226403,O15075
CHEMBL226403,O75582
CHEMBL226403,P00519
CHEMBL226403,P06239
CHEMBL226403,P06493
CHEMBL226403,P08069
CHEMBL226403,P08581
CHEMBL226403,P08922
CHEMBL226403,P11362
CHEMBL226403,P17948
CHEMBL226403,P23443
CHEMBL226403,P29597
CHEMBL226403,P43405
CHEMBL226403,P48730
CHEMBL226403,P51617
CHEMBL226403,P51955
CHEMBL226403,P53778
CHEMBL226403,Q05655
CHEMBL226403,Q06187
CHEMBL226403,Q13131
CHEMBL226403,Q14680
CHEMBL226403,Q16513
CHEMBL226403,Q16539
CHEMBL226403,Q16620
CHEMBL226403,Q16644
CHEMBL226403,Q96KB5
CHEMBL226403,Q9BZL6
CHEMBL226403,Q9H2G2
CHEMBL226403,Q9H4B4
CHEMBL226403,Q9HAZ1
CHEMBL226403,Q9NWZ3
CHEMBL226403,Q9P1W9
CHEMBL234085,O14757
CHEMBL234085,O14965
CHEMBL234085,O15075
CHEMBL234085,O75582
CHEMBL234085,P00519
CHEMBL234085,P06239
CHEMBL234085,P06493
CHEMBL234085,P08069
CHEMBL234085,P08581
CHEMBL234085,P08922
CHEMBL234085,P11362
CHEMBL234085,P16234
CHEMBL234085,P17948
CHEMBL234085,P23443
CHEMBL234085,P29597
CHEMBL234085,P43405
CHEMBL234085,P48730
CHEMBL234085,P51617
CHEMBL234085,P51955
CHEMBL234085,P53778
CHEMBL234085,Q05655
CHEMBL234085,Q06187
CHEMBL234085,Q13131
CHEMBL234085,Q14680
CHEMBL234085,Q16513
CHEMBL234085,Q16539
CHEMBL234085,Q16620
CHEMBL234085,Q16644
CHEMBL234085,Q96KB5
CHEMBL234085,Q9BZL6
CHEMBL234085,Q9H2G2
CHEMBL234085,Q9H4B4
CHEMBL234085,Q9HAZ1
CHEMBL234085,Q9NWZ3
CHEMBL234085,Q9P1W9
CHEMBL253969,O14757
CHEMBL253969,O14965
CHEMBL253969,O15075
CHEMBL253969,O75582
CHEMBL253969,P00519
CHEMBL253969,P06239
CHEMBL253969,P06493
CHEMBL253969,P08069
CHEMBL253969,P08581
CHEMBL253969,P08922
CHEMBL253969,P11362
CHEMBL253969,P16234
CHEMBL253969,P17948
CHEMBL253969,P23443
CHEMBL253969,P29597
CHEMBL253969,P43405
CHEMBL253969,P48730
CHEMBL253969,P51617
CHEMBL253969,P51955
CHEMBL253969,P53778
CHEMBL253969,Q05655
CHEMBL253969,Q06187
CHEMBL253969,Q13131
CHEMBL253969,Q14680
CHEMBL253969,Q16513
CHEMBL253969,Q16539
CHEMBL253969,Q16620
CHEMBL253969,Q16644
CHEMBL253969,Q96KB5
CHEMBL253969,Q9BZL6
CHEMBL253969,Q9H2G2
CHEMBL253969,Q9H4B4
CHEMBL253969,Q9HAZ1
CHEMBL253969,Q9NWZ3
CHEMBL253969,Q9P1W9
CHEMBL256835,O14757
CHEMBL256835,O14965
CHEMBL256835,O15075
CHEMBL256835,O75582
CHEMBL256835,P00519
CHEMBL256835,P04049
CHEMBL256835,P06239
CHEMBL256835,P06493
CHEMBL256835,P08069
CHEMBL256835,P08581
CHEMBL256835,P08922
CHEMBL256835,P11362
CHEMBL256835,P17948
CHEMBL256835,P23443
CHEMBL256835,P29597
CHEMBL256835,P43405
CHEMBL256835,P48730
CHEMBL256835,P51617
CHEMBL256835,P51955
CHEMBL256835,P53778
CHEMBL256835,Q05655
CHEMBL256835,Q06187
CHEMBL256835,Q13131
CHEMBL256835,Q14680
CHEMBL256835,Q16513
CHEMBL256835,Q16620
CHEMBL256835,Q16644
CHEMBL256835,Q96KB5
CHEMBL256835,Q9BZL6
CHEMBL256835,Q9H2G2
CHEMBL256835,Q9H4B4
CHEMBL256835,Q9HAZ1
CHEMBL256835,Q9NWZ3
CHEMBL256835,Q9P1W9
CHEMBL259922,O14757
CHEMBL259922,O14965
CHEMBL259922,O15075
CHEMBL259922,O75582
CHEMBL259922,P00519
CHEMBL259922,P04049
CHEMBL259922,P06239
CHEMBL259922,P06493
CHEMBL259922,P08069
CHEMBL259922,P08581
CHEMBL259922,P08922
CHEMBL259922,P11362
CHEMBL259922,P17948
CHEMBL259922,P23443
CHEMBL259922,P29597
CHEMBL259922,P43405
CHEMBL259922,P48730
CHEMBL259922,P51617
CHEMBL259922,P51955
CHEMBL259922,P53778
CHEMBL259922,Q05655
CHEMBL259922,Q06187
CHEMBL259922,Q13131
CHEMBL259922,Q14680
CHEMBL259922,Q16513
CHEMBL259922,Q16539
CHEMBL259922,Q16620
CHEMBL259922,Q16644
CHEMBL259922,Q96KB5
CHEMBL259922,Q9BZL6
CHEMBL259922,Q9H2G2
CHEMBL259922,Q9H4B4
CHEMBL259922,Q9HAZ1
CHEMBL259922,Q9NWZ3
CHEMBL259922,Q9P1W9
CHEMBL306380,O14757
CHEMBL306380,O14965
CHEMBL306380,O15075
CHEMBL306380,O75582
CHEMBL306380,P00519
CHEMBL306380,P06239
CHEMBL306380,P06493
CHEMBL306380,P08069
CHEMBL306380,P08581
CHEMBL306380,P08922
CHEMBL306380,P11362
CHEMBL306380,P17948
CHEMBL306380,P23443
CHEMBL306380,P29597
CHEMBL306380,P43405
CHEMBL306380,P48730
CHEMBL306380,P51617
CHEMBL306380,P51955
CHEMBL306380,P53778
CHEMBL306380,Q05655
CHEMBL306380,Q06187
CHEMBL306380,Q13131
CHEMBL306380,Q14680
CHEMBL306380,Q16513
CHEMBL306380,Q16539
CHEMBL306380,Q16620
CHEMBL306380,Q16644
CHEMBL306380,Q96KB5
CHEMBL306380,Q9BZL6
CHEMBL306380,Q9H2G2
CHEMBL306380,Q9H4B4
CHEMBL306380,Q9HAZ1
CHEMBL306380,Q9NWZ3
CHEMBL306380,Q9P1W9
CHEMBL363648,O14757
CHEMBL363648,O14965
CHEMBL363648,O15075
CHEMBL363648,O75582
CHEMBL363648,P00519
CHEMBL363648,P06239
CHEMBL363648,P06493
CHEMBL363648,P08069
CHEMBL363648,P08581
CHEMBL363648,P08922
CHEMBL363648,P11362
CHEMBL363648,P17948
CHEMBL363648,P23443
CHEMBL363648,P29597
CHEMBL363648,P43405
CHEMBL363648,P48730
CHEMBL363648,P51617
CHEMBL363648,P51955
CHEMBL363648,P53778
CHEMBL363648,Q05655
CHEMBL363648,Q06187
CHEMBL363648,Q13131
CHEMBL363648,Q14680
CHEMBL363648,Q16513
CHEMBL363648,Q16539
CHEMBL363648,Q16620
CHEMBL363648,Q16644
CHEMBL363648,Q96KB5
CHEMBL363648,Q9BZL6
CHEMBL363648,Q9H2G2
CHEMBL363648,Q9H4B4
CHEMBL363648,Q9HAZ1
CHEMBL363648,Q9NWZ3
CHEMBL363648,Q9P1W9
CHEMBL458997,O14757
CHEMBL458997,O14965
CHEMBL458997,O15075
CHEMBL458997,P00519
CHEMBL458997,P06239
CHEMBL458997,P06493
CHEMBL458997,P08069
CHEMBL458997,P08581
CHEMBL458997,P08922
CHEMBL458997,P11362
CHEMBL458997,P16234
CHEMBL458997,P17948
CHEMBL458997,P23443
CHEMBL458997,P29597
CHEMBL458997,P43405
CHEMBL458997,P48730
CHEMBL458997,P51617
CHEMBL458997,P51955
CHEMBL458997,P53778
CHEMBL458997,Q05655
CHEMBL458997,Q06187
CHEMBL458997,Q13131
CHEMBL458997,Q14680
CHEMBL458997,Q16513
CHEMBL458997,Q16539
CHEMBL458997,Q16620
CHEMBL458997,Q16644
CHEMBL458997,Q96KB5
CHEMBL458997,Q9BZL6
CHEMBL458997,Q9H2G2
CHEMBL458997,Q9H4B4
CHEMBL458997,Q9HAZ1
CHEMBL458997,Q9NWZ3
CHEMBL458997,Q9P1W9
CHEMBL482767,O14757
CHEMBL482767,O14965
CHEMBL482767,O15075
CHEMBL482767,P00519
CHEMBL482767,P06239
CHEMBL482767,P06493
CHEMBL482767,P08069
CHEMBL482767,P08581
CHEMBL482767,P08922
CHEMBL482767,P11362
CHEMBL482767,P16234
CHEMBL482767,P17948
CHEMBL482767,P23443
CHEMBL482767,P29597
CHEMBL482767,P43405
CHEMBL482767,P48730
CHEMBL482767,P51617
CHEMBL482767,P51955
CHEMBL482767,P53778
CHEMBL482767,Q05655
CHEMBL482767,Q06187
CHEMBL482767,Q13131
CHEMBL482767,Q14680
CHEMBL482767,Q16513
CHEMBL482767,Q16539
CHEMBL482767,Q16620
CHEMBL482767,Q16644
CHEMBL482767,Q96KB5
CHEMBL482767,Q9BZL6
CHEMBL482767,Q9H2G2
CHEMBL482767,Q9H4B4
CHEMBL482767,Q9HAZ1
CHEMBL482767,Q9NWZ3
CHEMBL482767,Q9P1W9
CHEMBL482967,O14757
CHEMBL482967,O14965
CHEMBL482967,O15075
CHEMBL482967,O75582
CHEMBL482967,P00519
CHEMBL482967,P06239
CHEMBL482967,P06493
CHEMBL482967,P08069
CHEMBL482967,P08581
CHEMBL482967,P08922
CHEMBL482967,P11362
CHEMBL482967,P11802
CHEMBL482967,P16234
CHEMBL482967,P17948
CHEMBL482967,P23443
CHEMBL482967,P29597
CHEMBL482967,P43405
CHEMBL482967,P48730
CHEMBL482967,P51617
CHEMBL482967,P51955
CHEMBL482967,P53778
CHEMBL482967,Q05655
CHEMBL482967,Q06187
CHEMBL482967,Q13131
CHEMBL482967,Q14680
CHEMBL482967,Q16513
CHEMBL482967,Q16539
CHEMBL482967,Q16620
CHEMBL482967,Q16644
CHEMBL482967,Q96KB5
CHEMBL482967,Q9BZL6
CHEMBL482967,Q9H2G2
CHEMBL482967,Q9H4B4
CHEMBL482967,Q9HAZ1
CHEMBL482967,Q9NWZ3
CHEMBL482967,Q9P1W9
CHEMBL483158,O14757
CHEMBL483158,O14965
CHEMBL483158,O15075
CHEMBL483158,P00519
CHEMBL483158,P06239
CHEMBL483158,P06493
CHEMBL483158,P08069
CHEMBL483158,P08581
CHEMBL483158,P08922
CHEMBL483158,P11362
CHEMBL483158,P16234
CHEMBL483158,P17948
CHEMBL483158,P23443
CHEMBL483158,P29597
CHEMBL483158,P43405
CHEMBL483158,P48730
CHEMBL483158,P51617
CHEMBL483158,P51955
CHEMBL483158,P53778
CHEMBL483158,Q05655
CHEMBL483158,Q06187
CHEMBL483158,Q13131
CHEMBL483158,Q14680
CHEMBL483158,Q16513
CHEMBL483158,Q16539
CHEMBL483158,Q16620
CHEMBL483158,Q16644
CHEMBL483158,Q96KB5
CHEMBL483158,Q9BZL6
CHEMBL483158,Q9H2G2
CHEMBL483158,Q9H4B4
CHEMBL483158,Q9HAZ1
CHEMBL483158,Q9NWZ3
CHEMBL483158,Q9P1W9
CHEMBL50894,O14757
CHEMBL50894,O14965
CHEMBL50894,O15075
CHEMBL50894,O75582
CHEMBL50894,P00519
CHEMBL50894,P06239
CHEMBL50894,P06493
CHEMBL50894,P08069
CHEMBL50894,P08581
CHEMBL50894,P11362
CHEMBL50894,P11802
CHEMBL50894,P16234
CHEMBL50894,P17948
CHEMBL50894,P23443
CHEMBL50894,P29597
CHEMBL50894,P48730
CHEMBL50894,P51617
CHEMBL50894,P51955
CHEMBL50894,P53778
CHEMBL50894,Q05655
CHEMBL50894,Q06187
CHEMBL50894,Q13131
CHEMBL50894,Q14680
CHEMBL50894,Q16513
CHEMBL50894,Q16539
CHEMBL50894,Q16620
CHEMBL50894,Q16644
CHEMBL50894,Q96KB5
CHEMBL50894,Q9BZL6
CHEMBL50894,Q9H2G2
CHEMBL50894,Q9H4B4
CHEMBL50894,Q9HAZ1
CHEMBL50894,Q9NWZ3
CHEMBL50894,Q9P1W9
CHEMBL565612,O14757
CHEMBL565612,O14965
CHEMBL565612,O15075
CHEMBL565612,P00519
CHEMBL565612,P05771
CHEMBL565612,P06239
CHEMBL565612,P06493
CHEMBL565612,P08069
CHEMBL565612,P08581
CHEMBL565612,P08922
CHEMBL565612,P11362
CHEMBL565612,P16234
CHEMBL565612,P17948
CHEMBL565612,P23443
CHEMBL565612,P29597
CHEMBL565612,P43403
CHEMBL565612,P43405
CHEMBL565612,P48730
CHEMBL565612,P48736
CHEMBL565612,P51617
CHEMBL565612,P51955
CHEMBL565612,P53778
CHEMBL565612,Q05655
CHEMBL565612,Q06187
CHEMBL565612,Q13131
CHEMBL565612,Q13177
CHEMBL565612,Q14680
CHEMBL565612,Q16513
CHEMBL565612,Q16539
CHEMBL565612,Q16620
CHEMBL565612,Q16644
CHEMBL565612,Q96KB5
CHEMBL565612,Q9BZL6
CHEMBL565612,Q9H2G2
CHEMBL565612,Q9H4B4
CHEMBL565612,Q9HAZ1
CHEMBL565612,Q9NWZ3
CHEMBL565612,Q9P1W9
CHEMBL592030,O14757
CHEMBL592030,O14965
CHEMBL592030,O15075
CHEMBL592030,O75582
CHEMBL592030,P00519
CHEMBL592030,P06239
CHEMBL592030,P06493
CHEMBL592030,P08069
CHEMBL592030,P08581
CHEMBL592030,P08922
CHEMBL592030,P11362
CHEMBL592030,P16234
CHEMBL592030,P17948
CHEMBL592030,P29597
CHEMBL592030,P43405
CHEMBL592030,P48730
CHEMBL592030,P51617
CHEMBL592030,P51955
CHEMBL592030,P53778
CHEMBL592030,Q05655
CHEMBL592030,Q06187
CHEMBL592030,Q13131
CHEMBL592030,Q14680
CHEMBL592030,Q16513
CHEMBL592030,Q16539
CHEMBL592030,Q16620
CHEMBL592030,Q16644
CHEMBL592030,Q96KB5
CHEMBL592030,Q9BZL6
CHEMBL592030,Q9H2G2
CHEMBL592030,Q9H4B4
CHEMBL592030,Q9HAZ1
CHEMBL592030,Q9NWZ3
CHEMBL592030,Q9P1W9
CHEMBL7064,O14757
CHEMBL7064,O14965
CHEMBL7064,O15075
CHEMBL7064,O75582
CHEMBL7064,P00519
CHEMBL7064,P06239
CHEMBL7064,P06493
CHEMBL7064,P07947
CHEMBL7064,P08069
CHEMBL7064,P08581
CHEMBL7064,P11362
CHEMBL7064,P17948
CHEMBL7064,P23443
CHEMBL7064,P29597
CHEMBL7064,P43405
CHEMBL7064,P48730
CHEMBL7064,P49674
CHEMBL7064,P51955
CHEMBL7064,P53778
CHEMBL7064,Q05655
CHEMBL7064,Q06187
CHEMBL7064,Q13131
CHEMBL7064,Q14680
CHEMBL7064,Q16513
CHEMBL7064,Q16539
CHEMBL7064,Q16620
CHEMBL7064,Q16644
CHEMBL7064,Q96KB5
CHEMBL7064,Q99683
CHEMBL7064,Q9BZL6
CHEMBL7064,Q9H2G2
CHEMBL7064,Q9HAZ1
CHEMBL7064,Q9NWZ3
CHEMBL7064,Q9P1W9
CHEMBL95692,O14757
CHEMBL95692,O14965
CHEMBL95692,O15075
CHEMBL95692,O75582
CHEMBL95692,P00519
CHEMBL95692,P04049
CHEMBL95692,P05771
CHEMBL95692,P06239
CHEMBL95692,P06493
CHEMBL95692,P08069
CHEMBL95692,P08581
CHEMBL95692,P08922
CHEMBL95692,P11362
CHEMBL95692,P17948
CHEMBL95692,P23443
CHEMBL95692,P29597
CHEMBL95692,P43405
CHEMBL95692,P48730
CHEMBL95692,P51617
CHEMBL95692,P51955
CHEMBL95692,P53778
CHEMBL95692,Q05655
CHEMBL95692,Q06187
CHEMBL95692,Q13131
CHEMBL95692,Q14680
CHEMBL95692,Q16513
CHEMBL95692,Q16539
CHEMBL95692,Q16620
CHEMBL95692,Q16644
CHEMBL95692,Q96KB5
CHEMBL95692,Q9BZL6
CHEMBL95692,Q9H2G2
CHEMBL95692,Q9H4B4
CHEMBL95692,Q9HAZ1
CHEMBL95692,Q9NWZ3
CHEMBL95692,Q9P1W9
